name,estab_year,employees_count,location,job_ids,skills,hr,Designation,Involvement,Exp,url
Property Simplify,Founded in 2017,10 - 50 employees,Bangalore,256564,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Rama Shanker Chaurasia,Sales Executive,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-256564-sales-executive-at-property-simplify-bangalore/
Sigaram Holdings,Founded in 2003,50 - 200 employees,Chennai,254339,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Pradeep Unnikannan,Business Manager,Sales and Business → Sales / Business Developme,2-5 Years,https://www.instahyre.com/job-254339-business-manager-at-sigaram-holdings-chennai/
Sigaram Holdings,Founded in 2003,50 - 200 employees,Chennai,256415,"Business Development, Sales",Pradeep Unnikannan,Sales Manager - Real Estate,Sales and Business → Sales / Business Developme,3-7 Years,https://www.instahyre.com/job-256415-sales-manager-real-estate-at-sigaram-holdings-chennai/
Wakefit,Founded in 2014,50 - 200 employees,Gurgaon,256219,"Business Development, Direct Sales, Sales",Vignesvaran Ar,Sales Associate - B2B,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-256219-sales-associate-b2b-at-wakefit-gurgaon/
au fait Fincare,Founded in 2013,10 - 50 employees,Bangalore,251833,"Business Development, Sales",Archana Anand,Sales Executive,Sales and Business → Sales / Business Developme,1-2 Years,https://www.instahyre.com/job-251833-sales-executive-at-au-fait-fincare-bangalore/
Bhoomi Connect,Founded in 2018,10 - 50 employees,Bangalore,235772,Process Improvement,Ruby K,Front Desk Executive,Operations → Operations Manageme,1-5 Years,https://www.instahyre.com/job-235772-front-desk-executive-at-bhoomi-connect-bangalore/
Casagrand Builder,Founded in 2004,More than 1000 employees,Chennai,248387,Sales,Revathi S,Sales Executive,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-248387-sales-executive-at-casagrand-builder-chennai/
Edureify,Founded in 2018,10 - 50 employees,Kolkata,247125,"Direct Sales, Sales, Telecalling",Archana Raha,Inside Sales,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-247125-inside-sales-at-edureify-kolkata/
Housing,Founded in 2012,More than 1000 employees,Kolkata,241120,"Customer Relationship, Direct Sales, Sales",Alisha Saha,Relationship Manager,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-241120-relationship-manager-at-housing-3-kolkata/
Kushal's Fashion Jewellery,Founded in 2006,200 - 500 employees,Bangalore,242179,"Inventory Management, Material Management, Procurement, Vendor Management",Sowmya Murthy,Administrative Executive,Operations → Operations Manageme,2-4 Years,https://www.instahyre.com/job-242179-administrative-executive-at-kushals-fashion-jewellery-bangalore/
Sigaram Holdings,Founded in 2003,50 - 200 employees,Chennai,253943,"Business Development, Sales, Telecalling",Pradeep Unnikannan,Sales Executive- Real Estate,Sales and Business → Sales / Business Developme,5-9 Years,https://www.instahyre.com/job-253943-sales-executive-real-estate-at-sigaram-holdings-chennai/
Sigaram Holdings,Founded in 2003,50 - 200 employees,Chennai,253970,"Business Development, Direct Sales, Sales, Telecalling",Pradeep Unnikannan,Sales Executive/ Presales- Real Estate,Sales and Business → Sales / Business Developme,1-4 Years,https://www.instahyre.com/job-253970-sales-executive-presales-real-estate-at-sigaram-holdings-chennai/
Sigaram Holdings,Founded in 2003,50 - 200 employees,Chennai,253469,"Business Development, Direct Sales, Sales, Telecalling",Pradeep Unnikannan,Sales Manager- Real Estate,Sales and Business → Sales / Business Developme,2-4 Years,https://www.instahyre.com/job-253469-sales-manager-real-estate-at-sigaram-holdings-chennai/
Zapkey,Founded in 2020,10 - 50 employees,Bangalore,251871,"Operations Management, Sales, Customer Service, Telecalling",Shweta Sharma,Executive Operations (Post Closing),Sales and Business → Sales / Business Developme,1-4 Years,https://www.instahyre.com/job-251871-executive-operations-post-closing-at-zapkey-bangalore/
Bhoomi Connect,Founded in 2018,10 - 50 employees,Bangalore,235121,"Sales, Telecalling",Ruby K,Telecaller,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-235121-telecaller-at-bhoomi-connect-bangalore/
Investacc Insurance Brokers,Founded in 2013,10 - 50 employees,Mumbai,197275,"Business Development, Corporate Sales, Direct Sales, Sales",Sailesh Iyer,Sales Executive,Sales and Business → Sales / Business Developme,1-4 Years,https://www.instahyre.com/job-197275-sales-executive-at-investacc-insurance-brokers-mumbai/
Mogg's Estates,Founded in 2020,10 - 50 employees,Bangalore,196440,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Rakesh Kumar V,Business Development Executive,Sales and Business → Sales / Business Developme,1-2 Years,https://www.instahyre.com/job-196440-business-development-executive-at-moggs-estates-bangalore/
Property First Realty,Founded in 2017,50 - 200 employees,Bangalore,225932,"Direct Sales, Sales, Telecalling",Rachala Gowda,Senior Sales Manager,Sales and Business → Sales / Business Developme,2-4 Years,https://www.instahyre.com/job-225932-senior-sales-manager-at-property-first-realty-bangalore/
Property First Realty,Founded in 2017,50 - 200 employees,Bangalore,225052,"Business Development, Direct Sales, Sales, Telecalling",Sobhana Kothamasu,Team Leader,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-225052-team-leader-at-property-first-realty-bangalore/
Propquest247,Founded in 2019,0 - 10 employees,Bangalore,173785,"Business Development, Corporate Sales, Direct Sales, Presales, Sales, Telecalling",Gautam Raj,Real Estate Sales Manager,Sales and Business → Sales / Business Developme,1-4 Years,https://www.instahyre.com/job-173785-real-estate-sales-manager-at-propquest247-bangalore/
RISE Infraventures,Founded in 2020,10 - 50 employees,Mumbai,116133,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Pinki Verma,Associate / Senior Associate - Real Estate Sales,Sales and Business → Sales / Business Developme,2-6 Years,https://www.instahyre.com/job-116133-associate-senior-associate-real-estate-sales-at-rise-infraventures-mumbai/
RISE Infraventures,Founded in 2020,10 - 50 employees,Mumbai,188004,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Pinki Verma,Real Estate Sales Expert,Sales and Business → Sales / Business Developme,2-6 Years,https://www.instahyre.com/job-188004-real-estate-sales-expert-at-rise-infraventures-mumbai/
Wakefit,Founded in 2014,50 - 200 employees,Bangalore,229099,"Business Development, Corporate Sales, Direct Sales, Sales",Vignesvaran Ar,B2B - Sales Associate,Sales and Business → Sales / Business Developme,1-5 Years,https://www.instahyre.com/job-229099-b2b-sales-associate-at-wakefit-bangalore/
Amazon,Founded in 1994,More than 1000 employees,Bangalore,252200,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Shilpa Purohit,Key Account Manager - Brand Specialist,Sales and Business → Customer Service,5-9 Years,https://www.instahyre.com/job-252200-key-account-manager-brand-specialist-at-amazon-bangalore/
Apollo 24|7,Founded in 2020,200 - 500 employees,Hyderabad,265072,"Business Development, Category Management",Panchali Bharali,Category Manager,Sales and Business → General Management / Strategy,1-3 Years,https://www.instahyre.com/job-265072-category-manager-at-apollo-247-hyderabad/
CommerceIQ,Founded in 2012,200 - 500 employees,Bangalore,247451,"Hibernate, J2EE, Java, Spring",Chaithra G,Software Development Engineer 2 - Data Acquisition,Software Engineering → Full-Stack Developme,3-6 Years,https://www.instahyre.com/job-247451-software-development-engineer-2-data-acquisition-at-commerceiq-bangalore/
HCL Technologies,Founded in 1976,More than 1000 employees,Bangalore,263798,"Java, Python, SQA, Spark, Scala",Poonam Thute,Big Data Scientist,"Data Science and Analysis → Data Analysis / Business Intelligence, Data Science / Machine Learning",1-4 Years,https://www.instahyre.com/job-263798-big-data-scientist-at-hcl-technologies-bangalore/
Kushal's Fashion Jewellery,Founded in 2006,200 - 500 employees,Bangalore,242179,"Inventory Management, Material Management, Procurement, Vendor Management",Sowmya Murthy,Administrative Executive,Operations → Operations Manageme,2-4 Years,https://www.instahyre.com/job-242179-administrative-executive-at-kushals-fashion-jewellery-bangalore/
Mandasa Technologies,Founded in 2015,10 - 50 employees,Work From Home,259669,"Business Development, Sales, Shopify",Swathi S,Business Development Professional - Shopify,Sales and Business → Sales / Business Developme,1-1 Years,https://www.instahyre.com/job-259669-business-development-professional-shopify-at-mandasa-technologies-work-from-home/
Revamp Moto,Founded in 2020,10 - 50 employees,Raipur,255993,"Business Development, Corporate Sales, Direct Sales, Sales",Ashok Biswal,Sales Officer,Sales and Business → Sales / Business Developme,1-2 Years,https://www.instahyre.com/job-255993-sales-officer-at-revamp-moto-raipur/
Sourcy,Founded in 2021,0 - 10 employees,Work From Home,266441,"Demand Forecasting, Python, Machine Learning, PySpark, Sales Forecasting",Stuti Ahuja,Data Scientist,Data Science and Analysis → Data Science / Machine Learning,5-10 Years,https://www.instahyre.com/job-266441-data-scientist-at-sourcy-work-from-home/
Wakefit,Founded in 2014,50 - 200 employees,"Bangalore, Delhi",244334,Sales,Vignesvaran Ar,Area Training Executive - Retail Sales Trainer,Sales and Business → Sales / Business Developme,3-7 Years,https://www.instahyre.com/job-244334-area-training-executive-retail-sales-trainer-at-wakefit-bangalore-delhi/
Zolo,Founded in 2015,50 - 200 employees,Mangalore,243360,"Operations Management, Process Improvement, Procurement, Quality Control, Vendor Management",Siddharth Bhargav,Associate Manager - Operations,Operations → Operations Manageme,2-6 Years,https://www.instahyre.com/job-243360-associate-manager-operations-at-zolo-mangalore/
Ellementry,Founded in 2018,50 - 200 employees,Chennai,234607,"Direct Sales, Sales",Devrat Singh,Retail Sales Executive,Sales and Business → Sales / Business Developme,1-2 Years,https://www.instahyre.com/job-234607-retail-sales-executive-at-ellementry-chennai/
Homes247.in,Founded in 2017,10 - 50 employees,Bangalore,235458,"Customer Relationship, Marketing, Sales",Durga Priya,Sales Manager,Sales and Business → Sales / Business Developme,1-3 Years,https://www.instahyre.com/job-235458-sales-manager-at-homes247-bangalore/
Timesol,Founded in 2002,200 - 500 employees,Bangalore,123222,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Anirud Balaji,Mall Floor Manager,Sales and Business → Customer Service,2-4 Years,https://www.instahyre.com/job-123222-mall-floor-manager-at-timesol-bangalore/
Renovo Assets,Founded in 2015,10 - 50 employees,"Chandigarh, Delhi, Mumbai",209910,Operations Management,Mansi Kanyal,Debt Recovery Officer,Operations → Operations Manageme,0-2 Years,https://www.instahyre.com/job-209910-debt-recovery-officer-at-renovo-assets-chandigarh-delhi-mumbai/
The Legal Base,Founded in 2020,10 - 50 employees,"Chandigarh, Mohali",199336,"Business Development, Corporate Sales, International Sales, Sales",Krati Sharma,Business Development Manager,Sales and Business → Sales / Business Developme,6-10 Years,https://www.instahyre.com/job-199336-business-development-manager-at-the-legal-base-chandigarh-mohali/
Digicrome,Founded in 2020,50 - 200 employees,Noida,239931,"Business Development, Corporate Sales, Sales",Digicrome Support,Education Admission Counselor,Sales and Business → Sales / Business Developme,1-2 Years,https://www.instahyre.com/job-239931-education-admission-counselor-at-digicrome-noida/
Elysium Group of Companies,Founded in 1999,200 - 500 employees,Madurai,229346,"Business Development, Sales, Telecalling",Placement Egc,Business Development Executive,Sales and Business → Sales / Business Developme,1-4 Years,https://www.instahyre.com/job-229346-business-development-executive-at-elysium-group-of-companies-madurai/
Genxlead Solutions,Founded in 2012,50 - 200 employees,Chennai,255690,"Behavioural Training, Corporate Training, Training Management",Nanditha Hr,Process Trainer,Operations → Operations Manageme,3-7 Years,https://www.instahyre.com/job-255690-process-trainer-at-genxlead-solutions-chennai/
Hike Education,Founded in 2014,50 - 200 employees,Gurgaon,253482,"Customer Interaction, Customer Relationship, Customer Service, Grievance Management",Mayank Singh,Sales Support,Sales and Business → Customer Service,0-4 Years,https://www.instahyre.com/job-253482-sales-support-at-hike-education-gurgaon/
IndiaMART InterMESH,Founded in 1999,More than 1000 employees,Bangalore,265258,"Business Development, Corporate Sales, Direct Sales, Sales",Meenakshi Ladha,Regional Manager,Sales and Business → Sales / Business Developme,4-8 Years,https://www.instahyre.com/job-265258-regional-manager-at-indiamart-intermesh-4-bangalore/
MicroSec,Founded in 2017,10 - 50 employees,Work From Home,266267,Business Development,Dipali Meshram,B2B Enterprise Marketing Specialist,Sales and Business → Sales / Business Developme,0-3 Years,https://www.instahyre.com/job-266267-b2b-enterprise-marketing-specialist-at-microsec-work-from-home/
Mynd Integrated Solutions,Founded in 2002,500 - 1000 employees,Gurgaon,256434,"Accounting, Budgeting, Chartered Accountant, Finance, Financial Analysis, Financial Planning, Financial Reporting, MIS",Komal Kareer,Deputy Manager - Revenue Assurance,Operations → Accounting / Finance,8-10 Years,https://www.instahyre.com/job-256434-deputy-manager-revenue-assurance-at-mynd-integrated-solutions-3-gurgaon/
Qvantel,Founded in 2000,More than 1000 employees,Hyderabad,266549,"Business Development, Sales",Syed Niloufer Naina Hiring Srpython And Progress,Sr. Presales Consultant,Sales and Business → Sales / Business Developme,10-14 Years,https://www.instahyre.com/job-266549-sr-presales-consultant-at-qvantel-hyderabad/
